Name,SMILES
CETRORELIX ACETATE,CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCNC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(N)=O.CC(=O)O.CC(=O)O
CEVIMELINE,CC1OC2(CS1)CN1CCC2CC1
CHENODIOL,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
CHLORAMBUCIL,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
CHLORAMPHENICOL SODIUM SUCCINATE,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+]
CHLORDIAZEPOXIDE HYDROCHLORIDE,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1.Cl
CHLORHEXIDINE GLUCONATE,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1.O=C(O)C(O)C(O)C(O)C(O)CO.O=C(O)C(O)C(O)C(O)C(O)CO
CHLOROQUINE PHOSPHATE,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O
CHLOROTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
CHLORPROMAZINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl
CHLORTHALIDONE,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
CHLORZOXAZONE,O=c1[nH]c2cc(Cl)ccc2o1
CHOLESTYRAMINE,CCC(C)C.CCC(CC(C)c1ccccc1)c1ccc(C[N+](C)(C)C)cc1.N.[Cl-]
CHOLIC ACID,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CHOLINE C-11,C[N+](C)(C)CCO
CHROMIC CHLORIDE,Cl[Cr](Cl)Cl
CIDOFOVIR DIHYDRATE,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1.O.O
CILOSTAZOL,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
CIMETIDINE,CN=C(NC#N)NCCSCc1nc[nH]c1C
CIMETIDINE HYDROCHLORIDE,CN=C(NC#N)NCCSCc1nc[nH]c1C.Cl
CINACALCET,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
CISATRACURIUM BESYLATE,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
CISPLATIN,Cl[Pt]Cl.N.N
CITALOPRAM,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
CLADRIBINE,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1
CLARITHROMYCIN,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O
CLEMASTINE FUMARATE,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)C=CC(=O)O
CLEVIPIDINE,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
CLINDAMYCIN HYDROCHLORIDE,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl
CLINDAMYCIN IN 5 PERCENT DEXTROSE,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1
CLINDAMYCIN PALMITATE HYDROCHLORIDE,CCCCCCCCCCCCCCCC(=O)OC1C(SC)OC(C(NC(=O)C2CC(CCC)CN2C)C(C)Cl)C(O)C1O.Cl
CLINDAMYCIN PHOSPHATE,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1
CLOBAZAM,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
CLOMIPHENE CITRATE,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
CLOMIPRAMINE HYDROCHLORIDE CAPSULES,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl
CLONAZEPAM,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
CLONIDINE HYDROCHLORIDE,Cl.Clc1cccc(Cl)c1NC1=NCCN1
CLOPIDOGREL,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
CLORAZEPATE DIPOTASSIUM,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-]
CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
COBICISTAT,CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
COBIMETINIB,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)(C2CCCCN2)C1
CODEINE SULFATE,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.O.O.O.O=S(=O)(O)O
COLCHICINE,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
COLESEVELAM,C=CCN.C=CCNCCCCCCCCCC.C=CCNCCCCCC[N+](C)(C)C.Cl.ClCC1CO1.[Cl-]
COLESTIPOL HYDROCHLORIDE,Cl.NCCNCCNCCNCCN
COLISTIMETHATE SODIUM,
CONJUGATED ESTROGENS,CC12CCC3c4ccc(OS(=O)(=O)[O-])cc4CCC3C1CCC2=O.[Na+]
COPANLISIB,COc1c(OCCCN2CCOCC2)ccc2c3n(c(=NC(=O)c4cnc(N)nc4)nc12)CCN3
COPPER,[Cu]
COPPER CU 64 DOTATATE,CC(O)C(NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1)C(=O)O.[Cu+2]
CORTISONE ACETATE,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
CORTROSYN,CSCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)O)C(C)C)C(C)C)C(C)C
CRIZOTINIB,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
CROFELEMER,COc1ccccc1CNC(=O)c1cc(-c2ccccc2)on1
CUPRIC CHLORIDE,Cl[Cu]Cl
CYANOCOBALAMIN,CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)([O-])OC1C(CO)OC(n6cnc7cc(C)c(C)cc76)C1O)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O.[C-]#N.[Co+3]
CYCLOBENZAPRINE HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl
CYCLOPHOSPHAMIDE,O=P1(N(CCCl)CCCl)NCCCO1
CYCLOSERINE,NC1CONC1=O
CYPROHEPTADINE HYDROCHLORIDE,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl
CYSTEAMINE BITARTRATE,NCCS.O=C(O)C(O)C(O)C(=O)O
CYSTEINE HYDROCHLORIDE,Cl.NC(CS)C(=O)O
CYTARABINE,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
DABIGATRAN ETEXILATE MESYLATE,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O
DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
DACARBAZINE,CN(C)N=Nc1nc[nH]c1C(N)=O
DACOMITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1
DACTINOMYCIN,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O
DALBAVANCIN,CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3OC3OC(C(=O)O)C(O)C(O)C3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(OC2OC(CO)C(O)C(O)C2O)cc(O)cc1C(C(=O)NCCCN(C)C)NC3=O
DALFAMPRIDINE,Nc1ccncc1
DALTEPARIN SODIUM,
DANAZOL,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
DANTROLENE,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
DAPAGLIFLOZIN,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1
DAPTOMYCIN,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C
DARIFENACIN,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1
DAROLUTAMIDE,CC(Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1cc(C(C)O)[nH]n1
DARUNAVIR,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1
DASATINIB,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
DASIGLUCAGON,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(C(=O)O)C(C)O
DAUNORUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1.Cl
DECITABINE,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1
DEFERASIROX,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
DEFERIPRONE,Cc1c(O)c(=O)ccn1C
DEFEROXAMINE MESYLATE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O
DEFIBROTIDE SODIUM,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1OP(=O)(O)O
DEFLAZACORT,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C
DEGARELIX,CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O
DELAFLOXACIN MEGLUMINE,CNCC(O)C(O)C(O)C(O)CO.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F
DEMECLOCYCLINE HYDROCHLORIDE,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12.Cl
DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
DESIPRAMINE HYDROCHLORIDE,CNCCCN1c2ccccc2CCc2ccccc21.Cl
DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
DESMOPRESSIN ACETATE,CC(=O)O.NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CCSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O
DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
DESVENLAFAXINE SUCCINATE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O=C(O)CCC(=O)O
DEUTETRABENAZINE,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
DEXAMETHASONE,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
DEXCHLORPHENIRAMINE MALEATE,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)C=CC(=O)O
DEXMEDETOMIDINE HYDROCHLORIDE,Cc1cccc(C(C)c2cnc[nH]2)c1C.Cl
DEXMETHYLPHENIDATE HYDROCHLORIDE,COC(=O)C(c1ccccc1)C1CCCCN1.Cl
DEXRAZOXANE HYDROCHLORIDE,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl
DEXTRAN 40,O=CC(O)C(O)C(O)C(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
DEXTROAMPHETAMINE SULFATE,CC(N)Cc1ccccc1.CC(N)Cc1ccccc1.O=S(=O)(O)O
DEXTROSE,
DIATRIZOATE MEGLUMINE,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNCC(O)C(O)C(O)C(O)CO
DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
DIAZOXIDE,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
DICLOFENAC POTASSIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+]
DICLOXACILLIN SODIUM,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+]
DICYCLOMINE HYDROCHLORIDE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl
DIDANOSINE,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1
DIETHYLPROPION HYDROCHLORIDE ER,CCN(CC)C(C)C(=O)c1ccccc1.Cl
DIFELIKEFALIN,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)N1CCC(N)(C(=O)O)CC1
DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
DIGOXIN,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
DILTIAZEM HYDROCHLORIDE,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1.Cl
DIMENHYDRINATE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O
DIMERCAPROL,OCC(S)CS
DIMETHYL FUMARATE,COC(=O)C=CC(=O)OC
DIMETHYL SULFOXIDE,CS(C)=O
DIPHENHYDRAMINE HYDROCHLORIDE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl
DIPYRIDAMOLE,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
DIROXIMEL FUMARATE,COC(=O)C=CC(=O)OCCN1C(=O)CCC1=O
DISOPYRAMIDE PHOSPHATE,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O
DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC
DIVALPROEX SODIUM,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
DOBUTAMINE,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
DOCETAXEL ANHYDROUS,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
DOFETILIDE,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
DOLASETRON MESYLATE,CS(=O)(=O)O.O.O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12
DOLUTEGRAVIR SODIUM,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+]
DONEPEZIL HYDROCHLORIDE,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl
DOPAMINE HYDROCHLORIDE,Cl.NCCc1ccc(O)c(O)c1
DORAVIRINE,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O
DOXAPRAM HYDROCHLORIDE,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl
DOXEPIN HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2COc2ccccc21.Cl
DOXERCALCIFEROL,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O
DOXORUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl
DOXYCYCLINE,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
DOXYCYCLINE HYCLATE,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21.CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21.CCO.Cl.Cl.O
DRONABINOL,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21
DRONEDARONE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
DROSPIRENONE,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1
DROXIDOPA,NC(C(=O)O)C(O)c1ccc(O)c(O)c1
DULOXETINE,CNCCC(Oc1cccc2ccccc12)c1cccs1
DUTASTERIDE,CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12
DUVELISIB,CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
EDARAVONE,CC1=NN(c2ccccc2)C(=O)C1
EDETATE CALCIUM DISODIUM,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+]
EDOTREOTIDE GALLIUM GA-68,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1.[Ga+3]
EDOXABAN TOSYLATE,CN1CCc2nc(C(=O)NC3CC(C(=O)N(C)C)CCC3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1
EFAVIRENZ,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1
ELAGOLIX,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(CC(NCCCC(=O)O)c3ccccc3)c2=O)c1F
ELETRIPTAN HYDROBROMIDE,Br.CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
ELIGLUSTAT,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2
ELTROMBOPAG OLAMINE,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C.NCCO.NCCO
ELUXADOLINE,COc1ccc(CN(C(=O)C(N)Cc2c(C)cc(C(N)=O)cc2C)C(C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O
EMPAGLIFLOZIN,OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O
EMTRICITABINE,Nc1nc(=O)n(C2CSC(CO)O2)cc1F
ENALAPRILAT,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
ENASIDENIB MESYLATE,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1.CS(=O)(=O)O
ENCORAFENIB,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1
ENFUVIRTIDE,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(C)=O)C(C)O)C(C)CC)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(N)=O
ENTACAPONE,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1
ENTECAVIR,C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21
ENTRECTINIB,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1
ENZALUTAMIDE,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
EPHEDRINE HYDROCHLORIDE,CNC(C)C(O)c1ccccc1.Cl
EPHEDRINE SULFATE,CNC(C)C(O)c1ccccc1.CNC(C)C(O)c1ccccc1.O=S(=O)(O)O
EPIRUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl
EPLERENONE,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13
EPOPROSTENOL,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21
EPTIFIBATIDE,NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1
ERAVACYCLINE,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4CC3CC12
ERDAFITINIB,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
"ERGOCALCIFEROL CAPSULES,",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C
ERGOTAMINE TARTRATE,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21.CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21.O=C(O)C(O)C(O)C(=O)O
